0.0921,0.8229
0.0750,0.8598
0.0629,0.8736
0.0629,0.8760
0.0628,0.8860
0.0546,0.8951
0.0565,0.8839
0.0555,0.8934
0.0530,0.8910
0.0552,0.8962
0.0561,0.8939
0.0525,0.8952
0.0517,0.9010
0.0532,0.8978
0.0489,0.9018
